reviewId	reviewer	datePublished	starRatingOutOfFive	reviewTitle	reviewComment	source
150	ExcitedGopher-56391	08/19/2021	5	I was so satisfied with the service 	"""The person who helped me was so helpful, she went out of her way to help me make sure we got the AED we were trying to order. Her customer service was impeccable, she was kind, caring, professional and helpful, she had my attention. 

The AED was delivered today, we are very pleased with the shipping to the delivery of our item, we have already tested it and placed it where it belongs. 

Thank you and hats off to your team. 
Yvonne"""	https://americanaed.com/
151	FamousCoral-98665	08/19/2021	5	AED delivery	"""Excellent help on phone.  Great response on delivery by UPS"""	https://americanaed.com/
152	Erik_DOCL	08/18/2021	5	Great Service!	"""Jennifer went way out of her way to help me.  Fantastic customer service! Shipping was quicker than I expected.  This is my new supplier."""	https://americanaed.com/
153	jheidysgirl	08/17/2021	5	Super fast service!	"""Upon deciding to order the AED, our agency received in in under a weeks time. It was packaged well and included everything needed. The on-line registration and the prescription links were easy to follow. The AED powered right up, and knowing that it has a battery and pads that last for several years made it an exceptional choice. Hopefully we will never need to use it, but peace of mnd is everything. Glad to be a part of the Chain of Survival!"""	https://americanaed.com/
154	AmusedNighthawk-79843	08/13/2021	5	Great for fire dept.	"""Very Easy To Work With & GREAT PRICE FOR OUR VOL.FIRE DEPT.  Lots of added accessories for the same price of others"""	https://americanaed.com/
155	Jheretired	08/11/2021	5	Prompt delivery of AED for our church.	"""American AED delivered as promised...and we are now protected by the Heart Start 1."""	https://americanaed.com/
156	LuckySnake-51371	08/11/2021	5	good service, delivered as ordered	"""received our order within a few days . no issues"""	https://americanaed.com/
157	ElegantSwordfish-60881	08/10/2021	5	Excellent Experience	"""We had an excellent experience in purchasing our AED."""	https://americanaed.com/
158	PleasantPuma-81668	08/09/2021	5	great turn around time 	"""Would order from company again"""	https://americanaed.com/
159	JollyDragonfly-44906	08/09/2021	5	Satisfied customer 	"""Great customer service under promised and over delivered!  Easy to work with and fair pricing we would do business with them again"""	https://americanaed.com/
160	rossglass	08/09/2021	5	great service fast shipping	"""got my package in about 4 days, thanks!
happy customer!"""	https://americanaed.com/
161	FaithfulGoat-75688	08/06/2021	5	Great!	"""Customer service was great and I received my order within a few days."""	https://americanaed.com/
162	BravePeacock-14440	08/06/2021	5	Much needed addition to the golf community here	"""looks professional in its mounted box and with the sign"""	https://americanaed.com/
163	GlamorousPiranha-96460	08/05/2021	5	AED replacement pads	"""American AED had them, most other companies did not.  They were send in a timely fashion and delivered just as advertised."""	https://americanaed.com/
164	ColorfulFerret-14408	08/04/2021	5	Excellent Experience	"""The ordering was very easy and the delivery was on time.  The product was just as advertised.  Very happy with the whole experience."""	https://americanaed.com/
165	ExcitedCheetah-18334	08/04/2021	5	Thank you	"""We were able to purchase two of the AED’s for child care program. It’s really nice to know that this company was there for us with an amazing product at a price we could afford"""	https://americanaed.com/
166	ElegantRaven-50478	08/04/2021	5	Just as described	"""Everything went well! I ordered. They sent. I got. Cool"""	https://americanaed.com/
167	FamousPuma-36304	08/03/2021	5	Couldn't have been easier!	"""Well, I suppose if they came and put the pads in the unit it would have been, but I really can't expect that!
It was easy to get the right part for the correct defibrillator, and it came in less than a week.
Thanks again!"""	https://americanaed.com/
168	DizzyBird-61989	08/03/2021	5	Excellent!	"""Great price and was delivered super fast! Faster than some of my vendors"""	https://americanaed.com/
169	mmbcfred	07/23/2021	5	Safer with American AED	"""Having recently moved to a remote locale, we were anxious to get a product that would afford us greater peace of mind, as soon as possible. American AED delivered quality products quickly."""	https://americanaed.com/
170	PlainViper-28669	07/14/2021	5	Lifepak CR2, Pads	"""Received on day Jeff (salesperson) said.  Will place another order soon.  Thanks for your assistance."""	https://americanaed.com/
171	SpotlessPartridge-4989	07/13/2021	2	Slow to deliver	"""Haven’t received it yet ordered a week ago , storage box and and child pads on back order."""	https://americanaed.com/
172	CourageousPony-95127	07/08/2021	5	Very friendly 	"""Very kind and helpful - great experience"""	https://americanaed.com/
173	CalmCondor-2849	07/08/2021	1	Not great 	"""Had issues with Shipping, also coupon code advertised on website not applied.  Reached out to customer care hope they can resolve soon."""	https://americanaed.com/
174	ThoughtfulManatee-44598	07/07/2021	5	Customer Service and delivery time exceptional!	"""The response to my initial inquiry by Jeff Petak was very quick and provided the exact information I needed. The Customer Service rep who took my order on the phone was quite pleasant, and the timeliness of delivery was exceptional. I would definitely buy from American AED again!"""	https://americanaed.com/
175	PlainSwan-33735	07/06/2021	5	Awesome	"""Customer service and the product itself just too notch. Thank you"""	https://americanaed.com/
176	RK-Amarillo	07/06/2021	5	AED Adult Replacement Pads	"""Replacement pads arrived quickly and the expiration date is acceptable."""	https://americanaed.com/
177	fairviewchurchofchrist	07/05/2021	5	Quick & Affordable	"""We received our AED in no time with no problems. Our entire package was extremely affordable and billing was easy. We now feel better having purchased the church package and preparing our congregation for an emergency!"""	https://americanaed.com/
178	SmilingPigeon-38872	07/05/2021	5	Just the best	"""I found the website easy to navigate but more importantly, it answered all the questions about choosing the right AED for our church. The ordering was a breeze and it arrived in record time. Thanks for making what could have been a confusing and difficult decision one that felt right from the start."""	https://americanaed.com/
179	SplendidNighthawk-66915	07/05/2021	5	Great experience!	"""Easy to order abd delivery was great."""	https://americanaed.com/
180	DanGingerich	07/05/2021	5	Dan	"""very helpful and prompt delivery"""	https://americanaed.com/
181	GoodSnake-19371	07/03/2021	5	Purchase of AED’s	"""It was very easy transaction 
Everyone was so helpful and very nice"""	https://americanaed.com/
182	nancyandromalos	07/01/2021	5	AED Defibrillator 	"""As advertised and timely."""	https://americanaed.com/
183	vincew(winchesterlr)	06/30/2021	5	Church safety	"""Looking around at our congregation, I realized the average age was up there (including me). I purchased on line from American AED and thier package was great. I donated it to our church and the follow up is top notch and seeing the sign every Service eases my mind."""	https://americanaed.com/
184	SpotlessCricket-85341	06/29/2021	2	Misinformation about shipping, and pickup.	"""I was unable to be home when my shipment date posted.  I had it changed to a drop off at Bolo Tatactical, for a friend to pickup.  They would not release it to my friend even though I gave him the tracking #.  Not happy about this!"""	https://americanaed.com/
185	NiceMockingbird-46989	06/28/2021	4	Exactly what I needed and fast shipping	"""Finding the correct AED pads was simple and checkout was fast.  I received the shipment within 3-5 days."""	https://americanaed.com/
186	LongMongoose-12864	06/28/2021	5	Great Service	"""Great Customer Service! Very happy eith purchase and the cabinets that they have as well"""	https://americanaed.com/
